SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,0,1,2,cluster
CN(C1CCNCC1)S(=O)(=O)c1ccc(Cl)s1,56.9,40.158,0.767,294.821,3,1,3,0.388,86.03,-1.2336245106410908,-0.38403103852933973,0.3287643352361771,0
CC1CN(Cc2cncs2)CCN1CC(C)(C)O,32.668,94.151,0.814,269.406,4,1,4,-0.591,67.84,-1.2400063276187765,0.37602458680634593,0.5263193907585998,0
Nc1nc(N2CCN(c3ccccc3Cl)CC2)nc2ccccc12,0.761,4.273,4.157,339.822,2,1,2,4.157,58.28,0.28290793878735654,-1.6760221807135816,1.0049594266419348,5
CC(C)c1ccc(CCCNS(C)(=O)=O)cc1,66.24,63.68,2.719,255.376,2,1,6,2.721,54.55,-0.5494996003217087,-0.4584022140566997,-1.0360008121171203,1
Oc1cc(-c2ccc(-c3ccc(Br)cc3)cc2)nn1-c1ccccn1,69.28,99.0,5.541,392.249,3,1,3,5.539,50.94,0.14957749801662457,-1.2137954730497547,0.23497055028251093,4
COc1cc(Nc2ncc(-c3cnn(C)c3)c(Nc3ccc4c(c3)CNCC4)n2)cc(OC)c1,48.42,82.81,3.959,457.528,6,3,7,3.95,98.15,0.3126354306905215,0.8679585715388585,0.6852540834214439,6
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)NCC1CCCO1,59.496,66.631,-1.524,289.308,5,3,4,-1.424,121.98,-1.3811945576063738,0.695466094956876,0.4773728566172346,0
COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)Cc1c[nH]c2ccccc12,1.776,5.529,4.143,445.596,3,1,8,3.318,48.57,0.956557344206261,0.7988348215338292,1.0051923783173837,6
O=C(O)C1C(c2ccccc2)C(C(=O)O)C1c1ccccc1,65.85,91.84,2.762,296.317,4,2,4,-0.125,74.6,-0.06997940572604543,-1.490548565235876,0.1326612266718802,4
CCC(CO)Nc1ncc2cc3ccccc3nc2c1C#N,13.856,42.906,2.791,292.335,4,2,4,3.045,81.83,0.6065364729657023,-0.802034598067131,-0.690580407536932,4
CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1c(F)c(F)cc(F)c1F,99.0,83.03,5.295,519.675,3,2,4,5.295,76.02,0.2402885006263973,0.6016625631154314,-1.1500766346884648,1
CCCc1nn2c(N)c(C#N)nnc2c1-c1ccc(F)cc1,33.778,51.664,2.865,296.302,4,1,3,2.865,92.89,-0.6448079109966475,-0.449873457448609,-0.2963853503046384,0
O=C(C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1)N1CCCC1,99.9,99.9,1.907,377.236,3,1,2,1.907,69.3,-0.40459212106976306,0.38138118821187617,0.9107398648937187,6
COCCCNC(=O)C1CCC(CN(Cc2c(Cl)cccc2Cl)S(=O)(=O)c2ccc(Br)cc2)CC1,0.0,0.0,5.491,606.4,4,1,11,5.491,84.09,0.6656727093424836,1.0510961715689073,-0.4460699201911391,6
Cc1noc(C)c1Cc1c(C(=O)N2CCC(Cc3nc(C4CCOCC4)no3)CC2)noc1C,3.39,1.36,1.854,469.533,6,0,6,1.854,120.52,-0.0963781496243104,0.9612498690091053,0.8514418293745011,6
Cc1cc(C)cc(N/C(N)=N/Cc2nc(C(C)(C)C)cs2)c1,0.17,0.07,4.034,316.464,2,2,5,4.053,91.54,-0.3209036601264499,-0.04653607698501285,-1.3269835595567336,1
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(NC2CCCC2)s1,0.09,21.6,4.343,434.981,5,1,6,4.343,138.19,-0.35777282313281866,0.09230198670597098,-0.05500705475112291,0
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,73.73,99.0,2.021,290.268,6,5,1,2.01,110.38,-0.7134243663424342,-0.043888381832159415,0.8245342610445012,0
CC(C)CCN(C)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,3.855,54.218,4.038,380.588,3,0,7,2.478,49.0,-0.5154813517746293,0.12220113901341385,0.3256042869845035,0
CC(C)Cn1c(NCCN(C)C)nc2c1c(=O)[nH]c(=O)n2C,94.6,99.0,1.375,308.379,4,2,6,-0.111,82.5,-0.7634680001353925,0.4204754575087425,-0.18877236858881435,0
O=C(c1nccc2ccccc12)N1CCc2cc(-c3ccno3)ccc21,1.814,4.124,3.345,341.363,3,0,2,3.345,59.23,0.6231127701218023,-0.5922268147401878,0.9459296069341095,5
Cc1nc2nc(CCNS(=O)(=O)c3cccs3)cn2nc1C,94.33,99.0,1.027,337.42,5,1,5,1.009,125.87,0.1746324098433794,-0.6791522270384992,-0.30463426005171906,4
c1ccc2c(c1)OCC(c1csc(C3COc4ccccc4O3)n1)O2,55.941,78.013,3.703,353.392,5,0,2,3.703,78.05,-0.4604396484083041,-0.7546752705099573,1.2597021053363149,5
CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)NCc2cccs2)cc1,7.74,13.78,1.879,388.525,4,1,8,1.937,128.54,-0.06462533688592133,-0.3909745350089478,-0.609420106993791,1
Oc1ccc(-c2nc(-c3ccc(F)c(F)c3)no2)cc1Cl,54.9,58.7,3.978,308.667,3,1,2,3.827,59.15,-0.380394089361314,-0.6436145651201262,-0.39832831728200485,4
O=C(Nc1ccccc1Cl)NC1(C(=O)N2CCC(O)CC2)CCCCC1,81.57,99.0,2.237,379.881,3,3,3,2.237,81.67,0.08035650980679489,-0.11326235381366356,0.6448547346953813,5
Cc1cc(C)n2nc(C(=O)N3C[C@@H](N)C[C@H]3C(=O)NC(C)C)cc2n1,81.95,82.29,-0.488,344.411,5,2,3,-1.031,105.61,-0.19160829513017422,0.8164765548486267,-0.3100601994394945,6
Cc1ccc(C2CC(c3c(O)[nH]c(=O)n(C)c3=O)=NN2)s1,32.111,24.242,0.631,306.34,4,3,2,0.622,122.27,-0.560640762265325,0.2695866734926136,0.697105171596599,6
COCCN(C)C(=O)Cn1c(-c2ccccc2)nn(-c2cccc(C)c2)c1=O,51.993,54.414,2.483,380.44,4,0,7,2.483,65.45,1.4918647198111525,-0.11349014280603935,0.2567245032088274,3
Cc1ccc(CNC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C(C)C)cc1,0.62,1.3,6.433,433.609,1,1,3,6.433,65.5,0.5204727444218308,0.5559742379352076,0.3921893979569815,6
COc1ccc(OCCNC(=O)c2cc(S(=O)(=O)N(C)C)c(Cl)cc2Cl)cc1,1.46,32.55,3.099,447.333,5,1,8,3.099,93.32,0.6788444347681735,0.9752580254193599,-1.5740502574018311,1
CCN(CC)S(=O)(=O)c1cc(Br)cnc1N,10.295,37.138,1.034,308.195,3,1,4,1.034,84.67,-1.0459196766628822,-0.3493042092441043,-1.0672858090449489,1
CC(C)n1nc(CNc2ccc(Cl)cc2)[nH]c1=O,90.61,67.631,2.131,266.727,2,2,4,2.13,56.73,-0.20981305712968287,-0.4724231486478463,-0.39660885188965045,4
CC1C(S(C)(=O)=O)=NNc2c(-c3ccccc3)cnn21,26.23,92.78,1.885,290.341,4,1,2,1.885,84.72,0.6045278594002592,-1.2509639984355803,0.5545873447576195,4
CCOC(=O)c1ccc(NC(=O)c2ccc(-n3nncc3C)cc2)cc1,0.38,5.48,2.723,350.371,5,1,6,2.723,86.11,0.8656202526750781,0.5899558746290414,-1.6661661375099364,1
COn1c(Br)c(Br)c(Br)c1C(=O)Nc1ccc(Br)cc1,30.439,23.795,2.867,531.82,2,1,3,2.867,43.26,-0.06117005567126581,0.1854453368670524,-1.1230696560667304,1
COc1c(Br)ccc2c1sc1ncnc(NC(C)C(=O)O)c12,77.245,39.943,3.357,382.232,5,2,4,1.943,112.58,0.37986963011542496,0.4281900041181979,-1.042614003271086,1
O=C(Nc1cccc2c1N(c1ncccn1)CC2)c1ccccc1,0.08,1.34,3.187,316.357,3,1,3,3.187,58.12,0.9919188815347727,-1.0213656939397802,0.34051077873007024,4
N#Cc1nccnc1OC1CCN(C(=O)c2ccc(N3CCOCC3)cc2)C1,73.91,76.87,1.181,379.412,6,0,4,1.181,91.58,-0.33759239611272523,0.658516022052154,1.027370324241145,6
COc1ccc(-n2ccnc2-c2nccn2[C@@H]2c3ccccc3C[C@@H]2O)cc1,0.44,38.97,3.084,372.42,4,1,4,3.193,65.1,0.41851346755010266,0.44268722918374437,1.1857684013977339,5
CC(=O)c1cnc2c(C)c(-c3ccc(C)cc3)nn2c1C,0.2,1.16,3.044,279.336,3,0,2,3.044,47.26,-0.24042036698399766,-0.06134459239473349,-0.5680746953771947,1
CN(C)S(=O)(=O)c1ccc(Br)c2ccccc12,24.971,7.63,2.603,314.198,2,0,2,2.603,45.76,-0.4403143570255949,-1.4213733435469071,-0.08833828180265534,4
COc1ccc(NC(=O)COCc2ccccc2)cc1,2.41,0.12,2.254,271.311,3,1,6,2.254,47.56,1.663753495680573,-0.3312052385566344,-0.9109329722844774,3
COc1cc(Br)c(S(=O)(=O)N[C@@H]2CCCN(C(=O)c3ccccc3)C2)cc1OC,14.402,37.45,3.009,483.376,5,1,6,3.009,93.32,1.1920999250766906,0.6193646073638435,0.8435393396136551,3
CC(=O)N(c1nc(COC(=O)/C=C/c2cnn(C)c2)cs1)c1c(C)cc(C)cc1C,0.076,0.441,3.96,424.516,5,0,7,3.965,105.56,0.19005397482987485,0.9509917003135511,-0.6197082441568815,1
CN1N=C(c2ccc(-n3cncn3)cc2)CC1c1cnn(C)c1,59.112,96.918,1.283,307.353,4,0,3,1.283,64.13,-0.7830031394168172,0.055988088120564015,0.9338718783764248,0
COC(=O)C1C(C(=O)OC)C2(OC(c3ccccc3)=CC2=O)C12OC(c1ccccc1)=CC2=O,60.227,22.004,2.37,460.432,8,0,6,2.37,105.2,0.634225459353658,-0.14222617989647698,0.4577419977919845,5
O=C(c1cc2cc(Br)c3ncccc3c2s1)N1CCN(c2ccccc2)CC1,78.55,70.72,4.961,452.367,2,0,2,4.961,64.68,1.046311801976057,-1.1689751560638364,0.8152014732516119,5
Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)c(O[C@H]2CCN(C)C2)c1,67.683,92.459,3.308,369.845,4,0,3,2.389,45.14,0.8618893867761473,-0.33989062444161683,1.4572069247477932,5
CC(=O)N1CCC(C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)CC1,59.97,88.29,2.245,363.882,2,0,2,2.245,43.86,-0.42390274402670175,0.5015018848775997,0.19125627185164013,6
COc1cc(=O)n2c(c1C(=O)Nc1ccc3c(c1)OCCO3)CCCC2,50.85,85.03,1.182,356.372,5,1,3,1.182,77.1,0.34528591708238693,1.4815874301565852,0.33832319634580127,6
Cc1[nH]c(C(=O)NCc2ccc3c(c2)OCO3)c(C)c1S(=O)(=O)N1CCCCCC1,86.6,83.01,2.896,433.521,5,2,5,2.896,109.11,0.5858673090964753,1.3115941480926765,-0.11056906931660807,6
CCCn1c(=O)c2ccc(C(=O)NC3CCCC3)cc2n2c(=O)n(Cc3ccc(C)cc3)nc12,23.86,70.13,4.57,459.54,4,1,6,4.57,85.32,0.8252586981109675,1.3680750095712144,0.2982518828125018,6
CC(C)(C)OC(=O)NC1CCN(c2nnc(Cl)c3ccccc23)CC1,1.451,36.757,3.434,362.854,4,1,4,3.434,67.34,0.5649512357840386,0.12722575798980018,0.532807564861818,5
O=C(Nc1ccccc1)c1cn2c(n1)C(c1ccccc1)N(C(=O)c1ccccc1)CC2,61.34,99.99,3.864,422.478,3,1,4,3.864,67.23,1.3922554092801949,-0.6721090078112462,0.5499246849756464,3
Cc1cc(C)cc(N(C)S(=O)(=O)c2ccsc2-c2nc(-c3cccnc3)no2)c1,6.34,36.08,3.614,426.512,5,0,5,3.614,125.8,0.17511817764017562,-0.5594690335351438,-0.09661758014868084,4
O=C(NC1Cc2ccccc2C1)NC1CCCn2ncnc21,84.463,87.058,1.716,297.355,3,2,2,1.716,71.84,0.20758493123851332,-0.20483349854423674,0.8585761823959496,5
CC(=O)N1c2ccc(S(=O)(=O)Nc3ccc(C(=O)c4c(C)nc5sccn45)cc3)cc2CC1C,7.12,38.47,2.683,494.586,5,1,5,2.717,137.46,0.7491973162897824,0.7399990661077666,0.16583612021321076,6
CS(=O)(=O)c1ccc(Nc2ccc3sc(C(=O)O)cc3c2)c(F)c1,99.0,95.61,3.894,365.399,4,2,4,2.423,120.08,0.47192709853097764,0.05053896335063125,-0.6266323660415805,1
Cc1cc(=O)c(C(=O)Nc2nc3ccccc3nc2N2CCCC2)nn1-c1ccc(Cl)cc1,51.01,88.06,4.946,460.916,5,1,4,4.946,90.79,1.1099222827955009,-0.28361634868544844,0.2461360149675479,3
Cc1cc(Br)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1,62.96,60.46,4.823,478.287,4,1,5,4.824,79.37,0.1788857090750091,0.6025724811655752,-0.7555490879870269,1
CC(C)COc1cc(=O)n2c(c1C(=O)NCC1CCCCC1)CCCCC2,0.28,0.44,3.657,374.517,3,1,6,3.657,58.64,-0.11806603795797363,1.5868301740133401,0.15892781340917156,6
Cc1cc(C)n(CCCN(C)Cc2cn(C(C)C)c3cc(F)ccc23)n1,2.76,4.7,4.123,356.48,2,0,7,4.027,25.99,0.1883074332919166,-0.33901351799490737,-0.2515171401119302,4
O=c1cc(-c2ccccc2)oc2ccccc12,17.256,8.103,3.136,222.239,2,0,1,3.136,26.3,0.4668138385218995,-1.4867394958788807,0.633297132924384,4
CC(=O)Nc1ccc(-n2nnc(C(=O)NCCCN(C)C)c2N)cc1,86.931,72.384,-0.075,345.4,5,3,7,-1.498,118.17,0.6055266548557725,0.282789365343439,-1.063497516474331,1
O=C(Cc1noc2ccccc12)N1CCn2c1nc1ccccc12,0.041,64.073,3.019,318.329,3,0,2,3.019,64.16,0.7406262997492226,-0.4856173004635553,0.5808295480827546,5
CCN(CC)CCCNc1oc(-c2ccco2)nc1S(=O)(=O)c1ccc2c(c1)OCCO2,31.636,41.949,3.307,461.531,6,1,10,1.753,115.42,0.5099240824404346,0.3146236561048368,0.07265530873162411,3
COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)o1,3.985,4.987,3.38,351.825,4,2,9,2.282,71.7,0.8345893994842165,0.5111995868183054,-1.1333479676858769,1
COc1cc(=O)n2c(c1C(=O)Nc1ccc(Cl)c(C)c1)CCCC2,3.25,48.46,2.547,346.808,3,1,3,2.547,58.64,0.3839677762935136,1.1079696239326766,-0.32511002708649406,6
CC(NC(=O)Nc1ccc(F)cc1Br)c1cn[nH]c1,87.254,92.326,2.305,327.152,2,3,3,2.305,69.81,0.09099563082184192,0.32516277764783647,-1.3107862071279612,1
c1ccc(C2CC(c3cccs3)Nc3ncnn32)cc1,1.65,51.47,3.098,282.363,2,1,2,3.091,70.98,-0.1318098184806922,-1.4448891179753582,1.525667647332502,5
NC(=O)c1c(-c2ccc(Cl)cc2Cl)csc1NC(=O)CC1(CC(=O)O)CCCC1,76.42,57.27,3.886,455.355,4,3,7,2.638,137.72,0.2304222812009007,0.11877853409240886,-0.7126693525948519,1
Cc1nc(C)c(S(=O)(=O)N(C)CC(C)(C)O)s1,36.174,68.768,0.113,278.392,4,1,4,0.113,107.11,-0.8975771815380091,-0.4532176036152252,-1.0765281047055417,1
CCOc1ccc(OCC)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c1,22.83,62.58,1.675,437.51,6,1,8,1.675,107.48,0.8839567613015518,1.1071094107125332,-0.3430740220323018,3
Cc1nc(C)c(COCc2ccccc2)c(-c2ccc(Cl)cc2)c1CO,0.17,51.74,4.21,367.869,3,1,6,4.21,42.35,1.0712474819238735,-1.1819452345565953,-0.14666945237125056,4
COc1ccccc1-n1c(=O)n(Cc2cccc(C)c2)c(=O)c2c(C)cc(C)nc21,0.07,0.98,4.763,401.458,4,0,4,4.763,62.73,0.9293739815124712,-0.017103091719565224,0.48314565906087975,3
Cn1c(C(F)(F)F)nn(CCNS(=O)(=O)CCN2C(=O)CCCC2=O)c1=O,67.209,99.9,-0.619,413.373,6,1,8,-0.617,127.83,-0.9855282204122722,0.2712428320455093,-0.02678291011226032,0
O=c1ccc(-c2ccc(S(=O)(=O)NCc3cccc(Br)c3)s2)n[nH]1,56.54,14.71,2.768,426.308,4,2,5,2.808,124.24,0.34782595748934936,-0.715232858826398,-0.04919974650764653,4
[H][C@]1(NC(=O)OCc2ccccc2)C2C=CC(C2)[C@@]1([H])C(O)(c1ccccc1)c1ccccc1,53.39,38.995,4.908,425.519,3,2,7,4.908,58.56,1.1724030211337502,-0.11178928249876925,0.2324459956899688,3
C[C@H]1CCCC(=O)CCCCCc2cc(OCc3ccccc3)cc(O)c2C(=O)O1,22.26,64.05,5.689,410.503,5,1,3,5.687,72.83,1.305363507680685,0.46660629785459,1.1590480168774195,5
O=C(COc1ccc2c3ccccc3n(C(=O)c3cccnc3)c2c1)N1CCCCC1,0.1,0.39,3.993,413.468,4,0,4,3.966,64.43,1.087622776347391,0.011841453081132032,0.5590515964255645,3
O=c1[nH]ccn2nc(-c3ccc(F)cc3)c(CO)c12,23.74,99.99,0.748,259.236,3,2,2,0.748,67.15,-0.5654013430996361,-0.5206759885589258,0.017683420811545104,0
CCC12OCC(C)(C)N1O/C(=N/c1ccccc1)N2c1ccccc1,0.33,5.95,4.995,337.416,4,0,3,5.268,37.29,0.08070154674298816,-0.8924786293723305,1.0501394024873305,5
COc1ccc(C)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)cn1C,17.95,42.46,1.48,393.457,5,1,5,1.48,98.25,0.39951885069859416,1.249912217524442,-0.35449563245499405,6
CCn1cc(S(=O)(=O)N2CCc3n[nH]c(=O)n3CC2)cn1,36.74,49.31,-0.886,312.348,5,1,3,-0.886,108.28,-0.8975655797179882,0.20442324632559308,0.16874454429453395,0
COc1ccc(OC)c(NC(=O)c2ccc(N(C)S(=O)(=O)c3ccc(OC)c(OC)c3)cc2)c1,21.28,79.5,3.242,486.537,7,1,9,3.242,111.78,0.8926574495172173,1.3160126786290145,-1.2953188856295326,1
[H][C@@]1([C@H](O)c2ccnc3ccccc23)C[C@@H]2CC[N@@+]1(Cc1cc(C(C)(C)C)c(OC)c(C(C)(C)C)c1)C[C@@H]2C=C,42.176,13.036,5.763,527.76,3,1,8,5.763,42.35,0.9028003758525256,0.5188730660272179,0.595066465463504,3
Cc1ccc2c(c1)NC(=O)c1cc(S(=O)(=O)N(C)C)c(Oc3ccccc3Br)cc1O2,0.22,0.78,4.256,503.366,5,1,4,4.256,93.32,0.34435509430891414,0.18572760639741345,0.8441704881094594,5
CCC(CC)CN(CC(=O)OC)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,99.91,86.97,2.284,391.503,6,0,10,2.284,114.58,0.009433358299205788,0.5732132705260093,-1.6393145404637308,1
CCc1ccc(S(=O)(=O)c2nnn3c2[nH]c(=O)c2sccc23)cc1,63.74,1.32,3.205,360.411,5,1,3,3.205,130.57,-0.1403614445448493,-0.02826213763772035,0.08261685064657888,4
Cc1cccc(OCCn2cnc3c(cnn3-c3cccc(C(F)(F)F)c3)c2=O)c1,96.269,99.9,4.368,414.38,4,0,6,4.269,59.72,0.5103505490206012,0.23729885729696767,0.4044303833278765,5
CCn1ccc(C(=O)N2CCCN(S(C)(=O)=O)c3ccccc32)n1,11.684,7.948,1.245,348.42,4,0,3,1.244,83.88,0.17023098240208978,-0.26804683067614216,0.21039493486117214,4
Cc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1C,24.498,29.747,4.294,373.451,4,0,6,4.294,57.23,0.7993743661597194,-0.4681933130210267,0.29028438045592847,4
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31C[C@H](C)N(Cc1ccc(Br)cc1)C2,47.004,76.729,4.151,456.372,4,1,3,4.151,41.93,-0.12093668943151224,1.7350241395865724,1.0291936551885152,6
O=c1[nH]c2c(c(=O)n1-c1cccc(F)c1)S(=O)CC2,81.13,92.24,0.156,280.275,3,1,1,0.156,85.69,-0.6694692795929105,-0.6028982695944697,1.0107746244354263,5
CCCSc1nc(OC)c(-c2ccccc2C)c(=O)n1C,0.994,17.326,4.162,304.407,4,0,5,4.162,67.2,0.35042239534047065,-0.2765921566323256,0.20762868832530249,4
CS(=O)(=O)N1CCN(CCOc2ccc3c(c2)C(c2cc(F)cc(F)c2)=C(c2cccnc2)C3=O)CC1,2.904,4.686,3.219,525.567,6,0,7,3.086,88.19,0.5386160322031364,0.474045623482246,0.887469626331558,6
COc1ccc(S(=O)(=O)Nc2ncccn2)cc1,67.15,82.11,1.043,265.288,5,1,4,1.14,89.56,0.13743326457807456,-0.003546247631549708,-0.6592309197095056,1
COC(=O)C1(C)Cc2ccc(Cl)cc2C(=O)O1,2.335,0.0,2.578,254.666,4,0,2,2.578,52.6,-0.022982637150694617,0.49370920237415056,0.07515606197627582,6
CCn1nc(-c2cc(C)ccc2Cl)nc1N(C)C,0.14,5.25,3.619,264.754,2,0,3,3.618,33.95,-0.5256418310759313,-0.6707578653024543,-0.7670254387342815,1
CCCc1cc(-n2ccnc2C)n2nc3nc(C)cc(C)c3c2n1,39.47,82.21,3.129,320.392,4,0,3,3.436,60.9,-0.2738977137932033,0.4049869699253431,-0.6073673658184815,1
N#Cc1nc(-c2ccccc2F)oc1NCC1CCCO1,9.17,20.08,2.457,287.289,3,1,4,2.457,71.08,-0.2719158251223899,-0.8155213806093082,0.9138379463459029,5
O=C1OCc2c(-c3ccccc3)sc(-c3ccc4c(c3)OCO4)c21,36.9,53.72,4.488,336.361,4,0,2,4.488,73.0,0.2288418692527199,-0.9415110493498782,1.3840435248219116,5
Cc1ccc(-c2nc3scc(CCNS(=O)(=O)c4ccc(Br)cc4)n3n2)cc1,1.09,6.18,4.169,477.398,4,1,6,4.176,112.97,0.43132246234836674,0.024896075438307155,-0.8764392152615504,1
O=C(Cn1c(=O)n2nc(-c3cccnc3)nc2c2c3c(sc21)CCC3)NCc1ccco1,53.886,39.402,2.461,446.482,5,1,5,2.465,134.38,0.8660755361954439,0.32830266879694003,0.5415445271366301,3
CC(C)(C)CNCCn1c(=S)[nH]c2c(Cl)nccc21,99.9,97.176,3.681,298.835,3,2,5,2.471,72.28,-0.5372615200207317,-0.44113116723455364,-0.1834081612381929,0
COc1cc(C2c3c(-c4ccccc4)nn(C)c3C(=O)N2Cc2ccco2)cc(OC)c1O,17.394,9.026,3.988,445.467,5,1,6,3.936,89.96,1.3271412160840874,0.16093366223754454,1.151896562690749,5
Cc1sc2c(c1C)c1nnc(SCCN(C)C)n1c1nnc(SCCN(C)C)n21,58.275,57.392,4.282,450.648,8,0,8,1.896,145.7,-0.49164069846922087,-0.17752491066030734,-0.12299396032953971,0
CN(Cc1ccccc1)C(=O)c1c(OCC2CC2)cc(=O)n2c1CCOCC2,53.64,99.35,1.262,382.453,4,0,6,1.262,59.08,1.1250309221544383,0.2924102812187696,1.2559599680057894,5
COc1ccc(N)cc1N1CCCCS1(=O)=O,94.092,99.9,0.644,256.321,3,1,2,0.62,81.01,-0.8114919574224648,0.4986225401882993,0.36105037863736833,0
CC(C)(C)c1ccc(Oc2ccc(N)c(Cl)c2)cc1,14.727,76.354,4.708,275.773,1,1,3,4.708,35.25,-0.779141522968804,-0.31093716407332067,-0.552068515201511,0
CN1CCCC2(CCN(C3CCN(c4ccc(F)c(F)c4)CC3)C2)C1=O,61.1,71.77,2.54,363.445,2,0,2,0.974,26.79,-0.789692701547239,0.5475934175371853,1.4695119247851995,6
CC(C)CC(O)C1CCN(C(=O)CCCn2cncn2)CC1,26.04,89.25,1.251,308.419,4,1,7,1.251,71.25,-0.6771960617683658,0.889271887150884,-0.22581751180342668,6
Cc1c(C)n(CCN2CCOCC2)c2ncn3nc(-c4ccc(Cl)cc4Cl)nc3c12,99.99,99.99,4.102,445.345,5,0,4,4.108,60.48,0.07169716092093571,0.37210933444226457,0.5491295682459251,6
CC1(C)CC(NC(=O)CCc2nc3ncc(Br)cc3[nH]2)CC(C)(C)N1,70.7,62.89,1.563,408.336,4,3,4,0.589,82.69,-0.35080474731229166,1.0639182363605708,-0.03184338612172805,6
COC(=O)c1[nH]cc(C(=O)C2CCNCC2)c1C,75.521,85.828,1.387,250.294,4,2,4,0.461,71.19,-0.6156123112735911,1.1508776579315452,-0.4781339031749616,6
CCCn1c(=O)c2ccc(C(=O)NC(C)C)cc2n2c(=O)n(Cc3ccc(C)cc3)nc12,25.94,99.99,3.894,433.503,4,1,6,3.894,85.32,1.1178045830117531,1.0356125113624386,-0.6889484218671235,3
CCC(C)Nc1[nH]c2cc(C)cc(C)c2c(=O)c1C(C)=O,0.13,1.24,3.338,286.369,2,2,4,3.338,58.2,-0.19888149477445805,0.6665499126456328,-1.2923877433412612,1
Cn1cc(-c2nn(S(=O)(=O)c3ccc(Br)s3)c(-c3cnn(C)c3)c2Cl)cn1,0.012,0.412,3.706,487.782,5,0,4,3.706,124.22,-0.6834941536340231,-0.5432746800344808,0.22142102082921034,0
O=C(O)c1nn(-c2ccccc2)nc1-c1nn(-c2ccccc2)nc1C(=O)O,86.612,59.847,3.475,376.326,8,2,5,0.55,136.02,0.3974839188672621,-1.5486893067821477,0.1092573152726066,4
CCOC(=O)Cn1ccc2cc(N3C(=O)N4CCCC4(C)C3=O)ccc21,99.99,12.44,2.291,355.388,4,0,5,2.291,71.84,0.13138479098200626,1.304088488712678,0.11328951722404036,6
