AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,SMILES,MLM,HLM
0.3679747880243116,0.10320823168140358,0.2,0.1,0.07894736842105263,0.3761871013465627,0.2823766158463795,CN(C1CCNCC1)S(=O)(=O)c1ccc(Cl)s1,56.9,40.158
0.3715014631950177,0.08182030098789267,0.26666666666666666,0.1,0.10526315789473684,0.3068036853295535,0.22033493638937207,CC1CN(Cc2cncs2)CCN1CC(C)(C)O,32.668,94.151
0.6223456141667294,0.14107871246592782,0.13333333333333333,0.1,0.05263157894736842,0.6433026222537208,0.1877280944097684,Nc1nc(N2CCN(c3ccccc3Cl)CC2)nc2ccccc12,0.761,4.273
0.514444361071509,0.07001338902133913,0.13333333333333333,0.1,0.15789473684210525,0.5415308291991495,0.17500596882567618,CC(C)c1ccc(CCCNS(C)(=O)=O)cc1,66.24,63.68
0.7261949425977341,0.18519852527209338,0.2,0.1,0.07894736842105263,0.741247342310418,0.16269313414509362,Oc1cc(-c2ccc(-c3ccc(Br)cc3)cc2)nn1-c1ccccn1,69.28,99.0
0.6074885570646058,0.24013390704434198,0.4,0.30000000000000004,0.18421052631578946,0.6286321757618709,0.32371499710085616,COc1cc(Nc2ncc(-c3cnn(C)c3)c(Nc3ccc4c(c3)CNCC4)n2)cc(OC)c1,48.42,82.81
0.1960681323628724,0.09856878010110351,0.3333333333333333,0.30000000000000004,0.10526315789473684,0.24776754075124025,0.40499334902281797,Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)NCC1CCCO1,59.496,66.631
0.6212951151797105,0.23009256181377055,0.2,0.1,0.21052631578947367,0.5838412473423104,0.15460963880077763,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)Cc1c[nH]c2ccccc12,1.776,5.529
0.5176708936744955,0.10446718679914871,0.26666666666666666,0.2,0.10526315789473684,0.33982990786676115,0.24339165728708342,O=C(O)C1C(c2ccccc2)C(C(=O)O)C1c1ccccc1,65.85,91.84
0.5198469272904631,0.10111614450044473,0.26666666666666666,0.2,0.10526315789473684,0.5644932671863926,0.26805143422354105,CCC(CO)Nc1ncc2cc3ccccc3nc2c1C#N,13.856,42.906
0.7077361746829746,0.29243356192569636,0.2,0.2,0.10526315789473684,0.7239546420978029,0.24823493297861451,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1c(F)c(F)cc(F)c1F,99.0,83.03
0.525399564793277,0.10445456358606972,0.26666666666666666,0.1,0.07894736842105263,0.5517363571934798,0.3057744124970156,CCCc1nn2c(N)c(C#N)nnc2c1-c1ccc(F)cc1,33.778,51.664
0.4535154198244167,0.1725643720750963,0.2,0.1,0.05263157894736842,0.4838412473423104,0.22531464238207305,O=C(C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1)N1CCCC1,99.9,99.9
0.7224431605012382,0.36541677221075375,0.26666666666666666,0.1,0.2894736842105263,0.7378454996456414,0.27575974623963984,COCCCNC(=O)C1CCC(CN(Cc2c(Cl)cccc2Cl)S(=O)(=O)c2ccc(Br)cc2)CC1,0.0,0.0
0.44953853080213113,0.2502366852452311,0.4,0.0,0.15789473684210525,0.4800850460666194,0.400013643030117,Cc1noc(C)c1Cc1c(C(=O)N2CCC(Cc3nc(C4CCOCC4)no3)CC2)noc1C,3.39,1.36
0.6131162302093496,0.1214218450593165,0.13333333333333333,0.2,0.13157894736842105,0.6359319631467044,0.30116988983253185,Cc1cc(C)cc(N/C(N)=N/Cc2nc(C(C)(C)C)cs2)c1,0.17,0.07
0.6363022435656938,0.22115953469153496,0.3333333333333333,0.1,0.15789473684210525,0.6564847625797307,0.46028172857191585,CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(NC2CCCC2)s1,0.09,21.6
0.4620694830044272,0.0993766657381592,0.4,0.5,0.02631578947368421,0.4911410347271438,0.3654285616835499,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,73.73,99.0
0.6134163727770692,0.1753852394244825,0.2,0.0,0.18421052631578946,0.5243090007087172,0.15607626453835396,CC(C)CCN(C)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,3.855,54.218
0.413596458317701,0.1146179332097381,0.26666666666666666,0.2,0.15789473684210525,0.34082211197732104,0.2703366417681367,CC(C)Cn1c(NCCN(C)C)nc2c1c(=O)[nH]c(=O)n2C,94.6,99.0
0.5614166729196369,0.14237553722290994,0.2,0.0,0.05263157894736842,0.5857547838412474,0.19096831406255327,O=C(c1nccc2ccccc12)N1CCc2cc(-c3ccno3)ccc21,1.814,4.124
0.38748405492608995,0.13905731527821144,0.3333333333333333,0.1,0.13157894736842105,0.42019844082211194,0.41826119581158977,Cc1nc2nc(CCNS(=O)(=O)c3cccs3)cn2nc1C,94.33,99.0
0.5882794327305472,0.1524985125647255,0.3333333333333333,0.0,0.05263157894736842,0.6111268603827072,0.2551587707629865,c1ccc2c(c1)OCC(c1csc(C3COc4ccccc4O3)n1)O2,55.941,78.013
0.45141442185037906,0.1820646022383481,0.26666666666666666,0.1,0.21052631578947367,0.48596739900779584,0.4273679184146799,CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)NCc2cccs2)cc1,7.74,13.78
0.6089142342612742,0.11486029890085472,0.2,0.1,0.05263157894736842,0.6199149539333806,0.1906954534602135,Oc1ccc(-c2nc(-c3ccc(F)c(F)c3)no2)cc1Cl,54.9,58.7
0.4782771816612892,0.17479026531469247,0.2,0.30000000000000004,0.07894736842105263,0.5072289156626506,0.2675057130188615,O=C(Nc1ccccc1Cl)NC1(C(=O)N2CCC(O)CC2)CCCCC1,81.57,99.0
0.2738050574022661,0.1449405741205618,0.3333333333333333,0.2,0.07894736842105263,0.2756201275690999,0.34915924826904055,Cc1cc(C)n2nc(C(=O)N3C[C@@H](N)C[C@H]3C(=O)NC(C)C)cc2n1,81.95,82.29
0.3577699407218429,0.11290201777853329,0.26666666666666666,0.30000000000000004,0.05263157894736842,0.39277108433734936,0.40598246870629967,Cc1ccc(C2CC(c3c(O)[nH]c(=O)n(C)c3=O)=NN2)s1,32.111,24.242
0.4967359495760487,0.1752606903887697,0.26666666666666666,0.0,0.18421052631578946,0.5246633593196315,0.21218322589447117,COCCN(C)C(=O)Cn1c(-c2ccccc2)nn(-c2cccc(C)c2)c1=O,51.993,54.414
0.7931267351992197,0.22000493146857616,0.06666666666666667,0.1,0.07894736842105263,0.8046066619418851,0.2123537637709335,Cc1ccc(CNC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C(C)C)cc1,0.62,1.3
0.5429579050048774,0.23155432988831823,0.3333333333333333,0.1,0.21052631578947367,0.5683203401842665,0.3072410382345919,COc1ccc(OCCNC(=O)c2cc(S(=O)(=O)N(C)C)c(Cl)cc2Cl)cc1,1.46,32.55
0.38800930441959935,0.11446308846263573,0.2,0.1,0.10526315789473684,0.4219702338766832,0.27773798560660323,CCN(CC)S(=O)(=O)c1cc(Br)cnc1N,10.295,37.138
0.470323403616718,0.07956579513198409,0.13333333333333333,0.2,0.10526315789473684,0.49964564138908574,0.18244142023943516,CC(C)n1nc(CNc2ccc(Cl)cc2)[nH]c1=O,90.61,67.631
0.4518646357019585,0.099438098708477,0.26666666666666666,0.1,0.05263157894736842,0.48228206945428775,0.2779085234830656,CC1C(S(C)(=O)=O)=NNc2c(-c3ccccc3)cnn21,26.23,92.78
0.5147445036392287,0.14995619745061586,0.3333333333333333,0.1,0.15789473684210525,0.5416725726435152,0.2826494764487193,CCOC(=O)c1ccc(NC(=O)c2ccc(-n3nncc3C)cc2)cc1,0.38,5.48
0.5255496360771368,0.3026541567819896,0.13333333333333333,0.1,0.07894736842105263,0.5518781006378455,0.13649851632047477,COn1c(Br)c(Br)c(Br)c1C(=O)Nc1ccc(Br)cc1,30.439,23.795
0.5623171006227959,0.17676874357794034,0.3333333333333333,0.2,0.10526315789473684,0.486392629340893,0.37293222824789385,COc1c(Br)ccc2c1sc1ncnc(NC(C)C(=O)O)c12,77.245,39.943
0.5495610414947101,0.12133179947268632,0.2,0.1,0.07894736842105263,0.5745570517363572,0.18718237320508882,O=C(Nc1cccc2c1N(c1ncccn1)CC2)c1ccccc1,0.08,1.34
0.39903954378329715,0.1743955795190892,0.4,0.0,0.10526315789473684,0.432388377037562,0.30130632013370173,N#Cc1nccnc1OC1CCN(C(=O)c2ccc(N3CCOCC3)cc2)C1,73.91,76.87
0.5418323703759287,0.16851147912920025,0.26666666666666666,0.1,0.10526315789473684,0.5749822820694542,0.2109894607592346,COc1ccc(-n2ccnc2-c2nccn2[C@@H]2c3ccccc3C[C@@H]2O)cc1,0.44,38.97
0.538830944698732,0.09017686804618752,0.2,0.0,0.05263157894736842,0.5644223954642098,0.15014154643746375,CC(=O)c1cnc2c(C)c(-c3ccc(C)cc3)nn2c1C,0.2,1.16
0.5057402266076387,0.11951489833684956,0.13333333333333333,0.0,0.05263157894736842,0.5331679659815733,0.14502541014359288,CN(C)S(=O)(=O)c1ccc(Br)c2ccccc12,24.971,7.63
0.4795527875740978,0.08342344904892504,0.2,0.1,0.15789473684210525,0.508433734939759,0.15116477369623793,COc1ccc(NC(=O)COCc2ccccc2)cc1,2.41,0.12
0.5362046972311849,0.2618862278220665,0.3333333333333333,0.1,0.15789473684210525,0.56194188518781,0.3072410382345919,COc1cc(Br)c(S(=O)(=O)N[C@@H]2CCCN(C(=O)c3ccccc3)C2)cc1OC,14.402,37.45
0.6075635927065357,0.2123527397000893,0.3333333333333333,0.0,0.18421052631578946,0.6296952515946137,0.3489887103925782,CC(=O)N(c1nc(COC(=O)/C=C/c2cnn(C)c2)cs1)c1c(C)cc(C)cc1C,0.076,0.441
0.40669317926014864,0.1137545054351348,0.26666666666666666,0.0,0.07894736842105263,0.4396172927002126,0.20768102595586477,CN1N=C(c2ccc(-n3cncn3)cc2)CC1c1cnn(C)c1,59.112,96.918
0.4882569220379681,0.24257776109643545,0.5333333333333333,0.0,0.15789473684210525,0.5166548547129695,0.3477608376820492,COC(=O)C1C(C(=O)OC)C2(OC(c3ccccc3)=CC2=O)C12OC(c1ccccc1)=CC2=O,60.227,22.004
0.6826742702783823,0.23579068019762903,0.13333333333333333,0.0,0.05263157894736842,0.7002834868887313,0.2095569425969508,O=C(c1cc2cc(Br)c3ncccc3c2s1)N1CCN(c2ccccc2)CC1,78.55,70.72
0.55864035416823,0.1663444942173061,0.26666666666666666,0.0,0.07894736842105263,0.5180014174344436,0.1429107404754596,Cc1nc2ccccc2c(=O)n1-c1ccc(Cl)c(O[C@H]2CCN(C)C2)c1,67.683,92.459
0.47887746679672855,0.16132634624463618,0.13333333333333333,0.0,0.05263157894736842,0.5077958894401133,0.1385449708380231,CC(=O)N1CCC(C(=O)N2CCN(c3cc(Cl)ccc3C)CC2)CC1,59.97,88.29
0.39911457942522705,0.1550063242297526,0.3333333333333333,0.1,0.07894736842105263,0.43245924875974484,0.25191855111020156,COc1cc(=O)n2c(c1C(=O)Nc1ccc3c(c1)OCCO3)CCCC2,50.85,85.03
0.5277256696931043,0.21993087528517943,0.3333333333333333,0.2,0.13157894736842105,0.553933380581148,0.36109689962140595,Cc1[nH]c(C(=O)NCc2ccc3c(c2)OCO3)c(C)c1S(=O)(=O)N1CCCCCC1,86.6,83.01
0.6533353342837849,0.24182710069200455,0.26666666666666666,0.1,0.15789473684210525,0.6725726435152374,0.2799549780006139,CCCn1c(=O)c2ccc(C(=O)NC3CCCC3)cc2n2c(=O)n(Cc3ccc(C)cc3)nc12,23.86,70.13
0.5680948450513996,0.16046123537495569,0.26666666666666666,0.1,0.10526315789473684,0.5920623671155208,0.21862955762474845,CC(C)(C)OC(=O)NC1CCN(c2nnc(Cl)c3ccccc23)CC1,1.451,36.757
0.6003601710812637,0.21063766581642315,0.2,0.1,0.10526315789473684,0.622537207654146,0.21825437429653127,O=C(Nc1ccccc1)c1cn2c(n1)C(c1ccccc1)N(C(=O)c1ccccc1)CC2,61.34,99.99
0.5816012605987846,0.21403246858713423,0.3333333333333333,0.0,0.13157894736842105,0.6048192771084338,0.4180224427845425,Cc1cc(C)cc(N(C)S(=O)(=O)c2ccsc2-c2nc(-c3cccnc3)no2)c1,6.34,36.08
0.4391836122158026,0.1053407131442152,0.2,0.2,0.05263157894736842,0.4703047484053862,0.23397796650636107,O=C(NC1Cc2ccccc2C1)NC1CCCn2ncnc21,84.463,87.058
0.511743077962032,0.27131997572976896,0.3333333333333333,0.1,0.13157894736842105,0.5412473423104182,0.4577918755755654,CC(=O)N1c2ccc(S(=O)(=O)Nc3ccc(C(=O)c4c(C)nc5sccn45)cc3)cc2CC1C,7.12,38.47
0.6026112403391612,0.16260297386069192,0.26666666666666666,0.2,0.10526315789473684,0.5204110559886606,0.39851290971724823,CS(=O)(=O)c1ccc(Nc2ccc3sc(C(=O)O)cc3c2)c(F)c1,99.0,95.61
0.6815487356494336,0.2429850701051177,0.3333333333333333,0.1,0.10526315789473684,0.6992204110559885,0.2986118216855964,Cc1cc(=O)c(C(=O)Nc2nc3ccccc3nc2N2CCCC2)nn1-c1ccc(Cl)cc1,51.01,88.06
0.6723193516920538,0.2576035923981328,0.26666666666666666,0.1,0.13157894736842105,0.6905740609496811,0.25966097070159283,Cc1cc(Br)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(F)nc(F)c2)c1,62.96,60.46
0.5848277932017709,0.17027620431764381,0.2,0.1,0.15789473684210525,0.6078667611622962,0.1889559671202974,CC(C)COc1cc(=O)n2c(c1C(=O)NCC1CCCCC1)CCCCC2,0.28,0.44
0.6197944023411122,0.15509721136392138,0.13333333333333333,0.0,0.18421052631578946,0.6340892983699504,0.07759473379037485,Cc1cc(C)n(CCCN(C)Cc2cn(C(C)C)c3cc(F)ccc23)n1,2.76,4.7
0.5457342237562843,0.04212702823476147,0.13333333333333333,0.0,0.02631578947368421,0.5709425939050319,0.07865206862444149,O=c1cc(-c2ccccc2)oc2ccccc12,17.256,8.103
0.3047947775193217,0.14577286463623687,0.3333333333333333,0.30000000000000004,0.18421052631578946,0.24252303330970942,0.391998362836386,CC(=O)Nc1ccc(-n2nnc(C(=O)NCCCN(C)C)c2N)cc1,86.931,72.384
0.5369550536504841,0.12299133121880487,0.2,0.0,0.05263157894736842,0.5626506024096385,0.2077833486817422,O=C(Cc1noc2ccccc12)N1CCn2c1nc1ccccc12,0.041,64.073
0.5585653185263001,0.2435026218413565,0.4,0.1,0.2631578947368421,0.47292700212615163,0.3826187796309561,CCN(CC)CCCNc1oc(-c2ccco2)nc1S(=O)(=O)c1ccc2c(c1)OCCO2,31.636,41.949
0.564042920387184,0.1511798075717398,0.26666666666666666,0.2,0.23684210526315788,0.5104181431608787,0.23350046045226644,COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)o1,3.985,4.987
0.5015382306595634,0.14695776357058524,0.2,0.1,0.07894736842105263,0.5291991495393338,0.1889559671202974,COc1cc(=O)n2c(c1C(=O)Nc1ccc(Cl)c(C)c1)CCCC2,3.25,48.46
0.48337960531252355,0.1304163051518699,0.13333333333333333,0.30000000000000004,0.07894736842105263,0.5120481927710843,0.22705412872198916,CC(NC(=O)Nc1ccc(F)cc1Br)c1cn[nH]c1,87.254,92.326
0.5428828693629475,0.09272423244552874,0.13333333333333333,0.1,0.05263157894736842,0.5677533664068036,0.23104471503120844,c1ccc(C2CC(c3cccs3)Nc3ncnn32)cc1,1.65,51.47
0.6020109552037218,0.23830522424296488,0.26666666666666666,0.30000000000000004,0.18421052631578946,0.5356484762579731,0.45867867253316963,NC(=O)c1c(-c2ccc(Cl)cc2Cl)csc1NC(=O)CC1(CC(=O)O)CCCC1,76.42,57.27
0.3189014782021461,0.08938244716974938,0.26666666666666666,0.1,0.10526315789473684,0.3566973777462792,0.35427538456291147,Cc1nc(C)c(S(=O)(=O)N(C)CC(C)(C)O)s1,36.174,68.768
0.436107150896676,0.22328780841665355,0.4,0.1,0.21052631578947367,0.4673990077958894,0.35553736484873294,CCOc1ccc(OCC)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c1,22.83,62.58
0.626322503189015,0.16468159628103315,0.2,0.1,0.15789473684210525,0.6470588235294117,0.1333947269688598,Cc1nc(C)c(COCc2ccccc2)c(-c2ccc(Cl)cc2)c1CO,0.17,51.74
0.6678172131762589,0.19294833655505786,0.26666666666666666,0.0,0.10526315789473684,0.6862508858965273,0.20290596541491862,COc1ccccc1-n1c(=O)n(Cc2cccc(C)c2)c(=O)c2c(C)cc(C)nc21,0.07,0.98
0.263975388309447,0.20297537547747305,0.4,0.1,0.21052631578947367,0.3049610205527994,0.42494628056891437,Cn1c(C(F)(F)F)nn(CCNS(=O)(=O)CCN2C(=O)CCCC2=O)c1=O,67.209,99.9
0.518121107526075,0.21386079288925988,0.26666666666666666,0.2,0.13157894736842105,0.5476966690290573,0.41270166103891676,O=c1ccc(-c2ccc(S(=O)(=O)NCc3cccc(Br)c3)s2)n[nH]1,56.54,14.71
0.6786973812560968,0.21319681188130477,0.2,0.2,0.18421052631578946,0.6965272856130404,0.18868310651795764,[H][C@]1(NC(=O)OCc2ccccc2)C2C=CC(C2)[C@@]1([H])C(O)(c1ccccc1)c1ccccc1,53.39,38.995
0.7373002176033617,0.20056013404169196,0.3333333333333333,0.1,0.07894736842105263,0.7517363571934798,0.23735461646031583,C[C@H]1CCCC(=O)CCCCCc2cc(OCc3ccccc3)cc(O)c2C(=O)O1,22.26,64.05
0.610039768890223,0.20305532249364003,0.26666666666666666,0.0,0.10526315789473684,0.6297661233167966,0.20870425321463898,O=C(COc1ccc2c3ccccc3n(C(=O)c3cccnc3)c2c1)N1CCCCC1,0.1,0.39
0.3665491108276432,0.0732617625203339,0.2,0.2,0.05263157894736842,0.4017009213323883,0.2179815136941915,O=c1[nH]ccn2nc(-c3ccc(F)cc3)c(CO)c12,23.74,99.99
0.6852254821039996,0.139053949088057,0.26666666666666666,0.0,0.07894736842105263,0.722041105598866,0.11613629387086871,CCC12OCC(C)(C)N1O/C(=N/c1ccccc1)N2c1ccccc1,0.33,5.95
0.4214752007203422,0.1862151146987218,0.3333333333333333,0.1,0.13157894736842105,0.45357902197023386,0.32405607285378085,COc1ccc(C)cc1NC(=O)c1cc(S(=O)(=O)N2CCOCC2)cn1C,17.95,42.46
0.24394087191415925,0.11795803539044022,0.3333333333333333,0.1,0.07894736842105263,0.285896527285613,0.35826597087213075,CCn1cc(S(=O)(=O)N2CCc3n[nH]c(=O)n3CC2)cn1,36.74,49.31
0.5536880018008555,0.2645463595915801,0.4666666666666667,0.1,0.23684210526315788,0.5784549964564139,0.3702036222244961,COc1ccc(OC)c(NC(=O)c2ccc(N(C)S(=O)(=O)c3ccc(OC)c(OC)c3)cc2)c1,21.28,79.5
0.7428528551061756,0.29923747377527476,0.2,0.1,0.21052631578947367,0.7571226080793763,0.1333947269688598,[H][C@@]1([C@H](O)c2ccnc3ccccc23)C[C@@H]2CC[N@@+]1(Cc1cc(C(C)(C)C)c(OC)c(C(C)(C)C)c1)C[C@@H]2C=C,42.176,13.036
0.6297741427177911,0.2787087631186742,0.3333333333333333,0.1,0.10526315789473684,0.6503189227498227,0.3072410382345919,Cc1ccc2c(c1)NC(=O)c1cc(S(=O)(=O)N(C)C)c(Oc3ccccc3Br)cc1O2,0.22,0.78
0.4818038568319953,0.18457073080829797,0.4,0.0,0.2631578947368421,0.5105598866052444,0.37975374330638834,CCC(CC)CN(CC(=O)OC)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,99.91,86.97
0.5509116830494486,0.15840533473815668,0.3333333333333333,0.1,0.07894736842105263,0.5758327427356484,0.4342917561990518,CCc1ccc(S(=O)(=O)c2nnn3c2[nH]c(=O)c2sccc23)cc1,63.74,1.32
0.6381781346139418,0.2038228138488429,0.26666666666666666,0.0,0.15789473684210525,0.6512402551381998,0.19263958525188443,Cc1cccc(OCCn2cnc3c(cnn3-c3cccc(C(F)(F)F)c3)c2=O)c1,96.269,99.9
0.4038418248668118,0.1483143382028079,0.26666666666666666,0.0,0.07894736842105263,0.43685329553508145,0.2750434871584979,CCn1ccc(C(=O)N2CCCN(S(C)(=O)=O)c3ccccc32)n1,11.684,7.948
0.6326254971111278,0.16937911464149655,0.26666666666666666,0.0,0.15789473684210525,0.653012048192771,0.18414679900405878,Cc1ccc(OCCn2c(C)c(/C=N/n3cnnc3)c3ccccc32)cc1C,24.498,29.747
0.6218954003151498,0.23916107808972073,0.26666666666666666,0.1,0.07894736842105263,0.6428773919206237,0.13196220880657594,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31C[C@H](C)N(Cc1ccc(Br)cc1)C2,47.004,76.729
0.3221280108051325,0.09096708118493257,0.2,0.1,0.02631578947368421,0.3597448618001417,0.28121695828643545,O=c1[nH]c2c(c(=O)n1-c1cccc(F)c1)S(=O)CC2,81.13,92.24
0.6227207923763789,0.11127530638642011,0.26666666666666666,0.0,0.13157894736842105,0.643656980864635,0.21815205157065384,CCCSc1nc(OC)c(-c2ccccc2C)c(=O)n1C,0.994,17.326
0.5519621820364674,0.29739196002312573,0.4,0.0,0.18421052631578946,0.5673990077958894,0.28974385210955356,CS(=O)(=O)N1CCN(CCOc2ccc3c(c2)C(c2cc(F)cc(F)c2)=C(c2cccnc2)C3=O)CC1,2.904,4.686
0.3886846251969686,0.07835480822393917,0.3333333333333333,0.1,0.10526315789473684,0.42948263642806517,0.2944165899246223,COc1ccc(S(=O)(=O)Nc2ncccn2)cc1,67.15,82.11
0.5038643355593908,0.06941589026893336,0.26666666666666666,0.0,0.05263157894736842,0.531396172927002,0.16835499164364404,COC(=O)C1(C)Cc2ccc(Cl)cc2C(=O)O1,2.335,0.0
0.5819764388084341,0.07790542183832697,0.13333333333333333,0.0,0.07894736842105263,0.6051027639971651,0.10474436372318294,CCn1nc(-c2cc(C)ccc2Cl)nc1N(C)C,0.14,5.25
0.5452089742627749,0.124727443790936,0.26666666666666666,0.0,0.07894736842105263,0.5922041105598865,0.19666427913639617,CCCc1cc(-n2ccnc2C)n2nc3nc(C)cc(C)c3c2n1,39.47,82.21
0.4947850228858709,0.09686969562067074,0.2,0.1,0.10526315789473684,0.5228206945428774,0.23138579078413316,N#Cc1nc(-c2ccccc2F)oc1NCC1CCCO1,9.17,20.08
0.6471824116455318,0.1381661164348343,0.26666666666666666,0.0,0.05263157894736842,0.6667611622962437,0.23793444524028787,O=C1OCc2c(-c3ccccc3)sc(-c3ccc4c(c3)OCO4)c21,36.9,53.72
0.6232460418698883,0.2568554566363177,0.26666666666666666,0.1,0.15789473684210525,0.6446491849751949,0.3742624236843003,Cc1ccc(-c2nc3scc(CCNS(=O)(=O)c4ccc(Br)cc4)n3n2)cc1,1.09,6.18
0.49508516545359055,0.2308381729329699,0.3333333333333333,0.1,0.13157894736842105,0.5233876683203401,0.4472867423854838,O=C(Cn1c(=O)n2nc(-c3cccnc3)nc2c2c3c(sc21)CCC3)NCc1ccco1,53.886,39.402
0.5866286486080889,0.10658620350134265,0.2,0.2,0.13157894736842105,0.5238128986534373,0.23547869981922984,CC(C)(C)CNCCn1c(=S)[nH]c2c(Cl)nccc21,99.9,97.176
0.6096645906805733,0.2299840021812912,0.3333333333333333,0.1,0.15789473684210525,0.627639971651311,0.29578089293632115,COc1cc(C2c3c(-c4ccccc4)nn(C)c3C(=O)N2Cc2ccco2)cc(OC)c1O,17.394,9.026
0.6317250694079689,0.2343440599787762,0.5333333333333333,0.0,0.21052631578947367,0.48306165839829907,0.4858965176165626,Cc1sc2c(c1C)c1nnc(SCCN(C)C)n1c1nnc(SCCN(C)C)n21,58.275,57.392
0.40511743077962037,0.17695472558397082,0.26666666666666666,0.0,0.15789473684210525,0.43812898653437277,0.1904567004331662,CN(Cc1ccccc1)C(=O)c1c(OCC2CC2)cc(=O)n2c1CCOCC2,53.64,99.35
0.35874540406693184,0.07080865144531584,0.2,0.1,0.05263157894736842,0.3926293408929837,0.26525461304955833,COc1ccc(N)cc1N1CCCCS1(=O)=O,94.092,99.9
0.6636902528701134,0.08717843416615684,0.06666666666666667,0.1,0.07894736842105263,0.6823529411764706,0.10917834851120434,CC(C)(C)c1ccc(Oc2ccc(N)c(Cl)c2)cc1,14.727,76.354
0.501012981166054,0.1609585899702681,0.13333333333333333,0.0,0.05263157894736842,0.41771793054571227,0.08032333981377263,CN1CCCC2(CCN(C3CCN(c4ccc(F)c(F)c4)CC3)C2)C1=O,61.1,71.77
0.4042920387183913,0.114651595111282,0.26666666666666666,0.1,0.18421052631578946,0.4373493975903614,0.2319656195641052,CC(C)CC(O)C1CCN(C(=O)CCCn2cncn2)CC1,26.04,89.25
0.6182186538605839,0.2298813333815821,0.3333333333333333,0.0,0.10526315789473684,0.6398299078667611,0.19523176097411232,Cc1c(C)n(CCN2CCOCC2)c2ncn3nc(-c4ccc(Cl)cc4Cl)nc3c12,99.99,99.99
0.42770315900052536,0.19873650052554645,0.26666666666666666,0.30000000000000004,0.10526315789473684,0.3904323175053154,0.2709846856986937,CC1(C)CC(NC(=O)CCc2nc3ncc(Br)cc3[nH]2)CC(C)(C)N1,70.7,62.89
0.41449688602086,0.06573664443017554,0.26666666666666666,0.2,0.10526315789473684,0.38136073706591067,0.23176097411235033,COC(=O)c1[nH]cc(C(=O)C2CCNCC2)c1C,75.521,85.828
